token_id,token,kind,source,frequency,is_severe_outcome
449,Acetaminophen 325 MG / oxyCODONE Hydrochloride 5 MG Oral Tablet,event,medications,2655,False
450,Epilepsy (disorder),event,conditions,2631,False
451,Plain X-ray of knee region (procedure),event,procedures,2629,False
452,Epidermal burn of skin (disorder),event,conditions,2591,False
453,Heart failure education (procedure),event,procedures,2525,False
454,Osteoarthritis of hip (disorder),event,conditions,2478,False
455,Electroencephalogram (procedure),event,procedures,2458,False
456,Placement of aortic cross clamp (procedure),event,procedures,2403,False
457,Cannulation (procedure),event,procedures,2403,False
458,Vascular cannula removal (procedure),event,procedures,2403,False
459,Cardiopulmonary bypass operation (procedure),event,procedures,2403,False
460,Removal of aortic cross clamp (procedure),event,procedures,2403,False
461,Induced cardioplegia (procedure),event,procedures,2403,False
462,proparacaine hydrochloride 5 MG/ML Ophthalmic Solution,event,medications,2402,False
463,Homeless (finding),event,conditions,2382,False
464,Sleep apnea (disorder),event,conditions,2377,False
465,Awaiting transplantation of kidney (situation),event,conditions,2367,False
466,History of myocardial infarction (situation),event,conditions,2365,False
467,Neuropathy due to type 2 diabetes mellitus (disorder),event,conditions,2351,False
468,Admission to orthopedic department (procedure),event,procedures,2337,False
469,Care regimes assessment (procedure),event,procedures,2334,False
470,Hib (PRP-OMP),event,immunizations,2321,False
471,Pneumonia (disorder),event,conditions,2303,False
472,Premature birth of newborn (finding),event,procedures,2301,False
473,Coronary artery bypass grafting (procedure),event,procedures,2240,False
474,150 ML vancomycin 5 MG/ML Injection,event,medications,2180,False
475,Sleep apnea monitoring with alarm (regime/therapy),event,procedures,2178,False
476,Referral to transplant surgeon (procedure),event,procedures,2154,False
477,Assessment using New York Heart Association Classification (procedure),event,procedures,2152,False
478,piperacillin 2000 MG / tazobactam 250 MG Injection,event,medications,2145,False
479,Chronic kidney disease stage 4 (disorder),event,conditions,2140,True
480,Admission to intensive care unit (procedure),event,procedures,2118,False
481,Pulmonary emphysema (disorder),event,conditions,2095,True
482,Surgical manipulation of joint of knee (procedure),event,procedures,2077,False
483,emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,event,medications,2060,False
484,Laboratory test (procedure),event,procedures,2058,False
485,sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet,event,medications,2056,False
486,Intravitreal injection of anti-vascular endothelial growth factor (procedure),event,procedures,2053,False
487,4 ML bevacizumab 25 MG/ML Injection,event,medications,2053,False
488,aspirin 81 MG Oral Tablet,event,medications,2040,False
489,Hypoxemia (disorder),event,conditions,2037,False
490,Respiratory distress (finding),event,conditions,2037,False
491,Paclitaxel 100 MG Injection,event,medications,2029,False
492,prasugrel 10 MG Oral Tablet,event,medications,2017,False
493,Chronic congestive heart failure (disorder),event,conditions,1996,True
494,Dyspnea (finding),event,conditions,1995,False
495,Wheezing (finding),event,conditions,1995,False
496,Digital examination of rectum (procedure),event,procedures,1969,False
497,Fracture of forearm (disorder),event,conditions,1939,False
498,Fracture of clavicle (disorder),event,conditions,1935,False
499,Plain X-ray of clavicle (procedure),event,procedures,1903,False
500,Plain X-ray of humerus (procedure),event,procedures,1893,False
501,Myocardial infarction (disorder),event,conditions,1861,True
502,Diagnostic assessment (procedure),event,procedures,1860,False
503,Assessment of cardiac status using monitoring device (procedure),event,procedures,1860,False
504,Hep B  adolescent or pediatric,event,immunizations,1844,False
505,Concussion with loss of consciousness (disorder),event,conditions,1842,False
506,Malignant neoplasm of breast (disorder),event,conditions,1820,True
507,Injury of tendon of the rotator cuff of shoulder (disorder),event,conditions,1782,False
508,MMR,event,immunizations,1775,False
509,aspirin 325 MG Oral Tablet,event,medications,1769,False
510,Resorption of alveolar process due to dental trauma (disorder),event,conditions,1756,False
511,Partial thickness burn (disorder),event,conditions,1751,False
512,Grafting of periodontal bone defect (procedure),event,procedures,1746,False
513,Diazepam 5 MG Oral Tablet,event,medications,1745,False
514,Monitoring of patient (regime/therapy),event,procedures,1740,False
515,Torus palatinus (disorder),event,conditions,1739,False
516,Excision of maxillary torus palatinus (procedure),event,procedures,1730,False
517,clonazePAM 0.25 MG Oral Tablet,event,medications,1730,False
518,Fracture of ankle (disorder),event,conditions,1729,False
519,carbamazepine 20 MG/ML Oral Suspension [Tegretol],event,medications,1728,False
520,remifentanil 2 MG Injection,event,medications,1707,False
521,Fracture subluxation of wrist (disorder),event,conditions,1705,False
522,Chronic obstructive bronchitis (disorder),event,conditions,1700,True
523,Plain X-ray of ankle region (procedure),event,procedures,1699,False
524,Plain X-ray of wrist region (procedure),event,procedures,1678,False
525,Nonproliferative diabetic retinopathy due to type II diabetes mellitus,event,conditions,1657,False
526,{7 (inert ingredients 1 MG Oral Tablet) / 21 (mestranol 0.05 MG / norethindrone 1 MG Oral Tablet) } Pack [Norinyl 1+50 28 Day],event,medications,1647,False
527,{7 (ethinyl estradiol 0.035 MG / norgestimate 0.18 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.215 MG Oral Tablet) / 7 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Ortho Tri-Cyclen 28 Day],event,medications,1630,False
528,Recurrent rectal polyp (disorder),event,conditions,1583,False
529,History of renal transplant (situation),event,conditions,1552,False
530,Miscarriage in second trimester (disorder),event,conditions,1542,False
531,Muscle pain (finding),event,conditions,1531,False
532,Joint pain,event,conditions,1531,False
533,cephalexin 500 MG Oral Tablet,event,medications,1516,False
534,Headache (finding),event,conditions,1516,False
535,Tubal pregnancy (disorder),event,conditions,1513,False
536,nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG Oral Capsule,event,medications,1499,False
537,Osteoporosis (disorder),event,conditions,1484,False
538,Referral for further care (procedure),event,procedures,1456,False
539,Movement therapy (regime/therapy),event,procedures,1456,False
540,nitroglycerin 0.4 MG Sublingual Tablet,event,medications,1441,False
541,Referral to service (procedure),event,procedures,1435,False
542,4 ML norepinephrine 1 MG/ML Injection,event,medications,1408,False
543,lamivudine 300 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,event,medications,1403,False
544,Off-pump coronary artery bypass (procedure),event,procedures,1399,False
545,Sore throat (finding),event,conditions,1395,False
546,aspirin 81 MG Oral Capsule [Vazalore],event,medications,1360,False
547,Risk assessment (procedure),event,procedures,1357,False
548,Terfenadine 60 MG Oral Tablet,event,medications,1324,False
549,Pretransplant evaluation of kidney recipient (procedure),event,procedures,1313,False
550,Transplant of kidney (procedure),event,procedures,1311,False
551,Acute non-ST segment elevation myocardial infarction (disorder),event,conditions,1309,True
552,dolutegravir 50 MG Oral Tablet,event,medications,1300,False
553,Health risks education (procedure),event,procedures,1294,False
554,Assist control ventilation (regime/therapy),event,procedures,1291,False
555,24 HR tacrolimus 5 MG Extended Release Oral Capsule [Astagraf],event,medications,1285,False
556,Partial resection of colon (procedure),event,procedures,1273,False
557,Naproxen 500 MG Oral Tablet,event,medications,1258,False
558,10 ML Doxorubicin Hydrochloride 2 MG/ML Injection,event,medications,1226,False
559,Telemedicine consultation with patient (procedure),event,procedures,1220,False
560,doxycycline hyclate 100 MG,event,medications,1217,False
561,Range of motion testing (procedure),event,procedures,1213,False
562,Oral examination (procedure),event,procedures,1213,False
563,Plain X-ray of mandible (procedure),event,procedures,1210,False
564,100 ML Epirubicin Hydrochloride 2 MG/ML Injection,event,medications,1202,False
565,Intravenous blood transfusion of packed cells (procedure),event,procedures,1177,False
566,Opioid abuse,event,conditions,1169,False
567,Allergy screening test (procedure),event,procedures,1154,False
568,Excision of appendix (procedure),event,procedures,1145,False
569,Appendicitis (disorder),event,conditions,1145,False
570,Chill (finding),event,conditions,1138,False
571,heparin sodium  porcine 100 UNT/ML Injectable Solution,event,medications,1133,False
572,Acetaminophen 160 MG Chewable Tablet,event,medications,1130,False
573,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,event,medications,1129,False
574,Continuous positive airway pressure titration (procedure),event,procedures,1107,False
575,raltegravir 400 MG Oral Tablet,event,medications,1100,False
576,Septic shock (disorder),event,conditions,1097,True
577,Loratadine 10 MG Oral Tablet,event,medications,1097,False
578,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),event,procedures,1079,False
579,Biopsy of breast (procedure),event,procedures,1079,False
580,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),event,procedures,1079,False
581,Discussion about options (procedure),event,procedures,1078,False
582,ritonavir 100 MG Oral Capsule,event,medications,1057,False
583,Vasectomy (procedure),event,procedures,1044,False
584,{5 (ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ethinyl estradiol 0.03 MG / norethindrone acetate 1 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (ferrous fumarate 75 MG Oral Tablet) } Pack [Estrostep Fe 28 Day],event,medications,1033,False
585,End-stage renal disease (disorder),event,conditions,1030,True
586,2 ML morphine sulfate 1 MG/ML Injection,event,medications,1026,False
587,Transformed migraine (disorder),event,conditions,1024,False
588,Gout,event,conditions,1012,False
589,Referral to hypertension clinic (procedure),event,procedures,1001,False
590,sacubitril 97 MG / valsartan 103 MG Oral Tablet [Entresto],event,medications,994,False
591,Cefuroxime 250 MG Oral Tablet,event,medications,967,False
592,Acute ST segment elevation myocardial infarction (disorder),event,conditions,940,True
593,Collection of blood specimen for laboratory (procedure),event,procedures,935,False
594,Microbial culture of sputum (procedure),event,procedures,935,False
595,Atopic dermatitis (disorder),event,conditions,932,False
596,Fetus with chromosomal abnormality (disorder),event,conditions,928,False
597,Acute respiratory failure (disorder),event,conditions,890,True
598,Body mass index 40+ - severely obese (finding),event,conditions,889,False
599,Injury of medial collateral ligament of knee (disorder),event,conditions,869,False
600,10 ML Alfentanil 0.5 MG/ML Injection,event,medications,851,False
601,meningococcal MCV4P,event,immunizations,850,False
602,varicella,event,immunizations,843,False
603,5 ML SUFentanil 0.05 MG/ML Injection,event,medications,835,False
604,Alteplase 100 MG Injection,event,medications,835,False
605,Allopurinol 100 MG Oral Tablet,event,medications,833,False
606,Cyclophosphamide 1000 MG Injection,event,medications,832,False
607,Fracture of rib (disorder),event,conditions,832,False
608,10 ML Fentanyl 0.05 MG/ML Injection,event,medications,829,False
609,NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil],event,medications,828,False
610,Ultrasonography of bilateral breasts (procedure),event,procedures,826,False
611,Nasal sinus endoscopy (procedure),event,procedures,825,False
612,Major depressive disorder (disorder),event,conditions,819,False
613,darunavir 800 MG Oral Tablet,event,medications,814,False
614,Traumatic or nontraumatic brain injury (disorder),event,conditions,805,False
615,Bullet wound (disorder),event,conditions,800,False
616,Gunshot wound (disorder),event,conditions,800,False
617,vancomycin 1000 MG Injection,event,medications,792,False
618,piperacillin 4000 MG / tazobactam 500 MG Injection,event,medications,792,False
619,meningococcal polysaccharide (groups A  C  Y and W-135) diphtheria toxoid conjugate vaccine (MCV4P),event,immunizations,791,False
620,120 ACTUAT fluticasone propionate 0.22 MG/ACTUAT Metered Dose Inhaler [Flovent],event,medications,788,False
621,Fexofenadine hydrochloride 60 MG Oral Tablet,event,medications,783,False
622,ticagrelor 90 MG Oral Tablet,event,medications,780,False
623,pneumococcal polysaccharide vaccine  23 valent,event,immunizations,779,False
624,Penicillin V Potassium 250 MG Oral Tablet,event,medications,774,False
625,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),event,procedures,767,False
626,Continuous subcutaneous infusion of insulin (procedure),event,procedures,762,False
627,insulin  regular  human 100 UNT/ML Injectable Solution,event,medications,762,False
628,Cognitive and behavioral therapy (regime/therapy),event,procedures,750,False
629,Acute respiratory distress syndrome (disorder),event,conditions,743,True
630,Complete blood count (procedure),event,procedures,733,False
631,Methotrexate injection into tubal pregnancy (procedure),event,procedures,729,False
632,24 HR nicotine 0.292 MG/HR Transdermal System,event,medications,728,False
633,Rupture of patellar tendon (disorder),event,conditions,724,False
634,Acute deep venous thrombosis (disorder),event,conditions,717,True
635,Smokes tobacco daily (finding),event,conditions,715,False
636,Aspirin 81 MG Oral Tablet,event,medications,709,False
637,Biopsy of colon (procedure),event,procedures,703,False
638,sevoflurane 1000 MG/ML Inhalation Solution,event,medications,673,False
639,Acute pulmonary embolism (disorder),event,conditions,669,True
640,Levonorgestrel 0.00354 MG/HR Drug Implant,event,medications,665,False
641,Pancreatin 600 MG Oral Tablet,event,medications,662,False
642,dornase alfa 1 MG/ML Inhalation Solution [Pulmozyme],event,medications,662,False
643,Screening mammography (procedure),event,procedures,658,False
644,FLUoxetine 20 MG Oral Capsule,event,medications,652,False
645,Cardiovascular stress testing (procedure),event,procedures,651,False
646,ciprofloxacin 250 MG Oral Tablet,event,medications,646,False
647,Sepsis caused by virus (disorder),event,conditions,642,True
648,Fracture of mandible (disorder),event,conditions,640,False
649,clopidogrel 300 MG Oral Tablet,event,medications,637,False
650,4 ML Norepinephrine 1 MG/ML Injection,event,medications,634,False
651,1 ML Vasopressin (USP) 20 UNT/ML Injection,event,medications,634,False
652,Malignant neoplasm of colon (disorder),event,conditions,632,True
653,Closed reduction of mandibular fracture (procedure),event,procedures,629,False
654,Overlapping malignant neoplasm of colon (disorder),event,conditions,616,True
655,Loratadine 5 MG Chewable Tablet,event,medications,612,False
656,cycloSPORINE  modified 100 MG Oral Capsule,event,medications,612,False
657,desflurane 1000 MG/ML Inhalation Solution,event,medications,598,False
658,Lumpectomy of breast (procedure),event,procedures,597,False
659,120 ACTUAT mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler [Asmanex],event,medications,589,False
660,Traumatic dislocation of temporomandibular joint (disorder),event,conditions,588,False
661,Injury of anterior cruciate ligament (disorder),event,conditions,588,False
662,Posttreatment stabilization  orthodontic device (procedure),event,procedures,588,False
663,Closed reduction of dislocation of temporomandibular joint (procedure),event,procedures,581,False
664,Insulin Lispro 100 UNT/ML Injectable Solution [Humalog],event,medications,571,False
665,Albuterol 5 MG/ML Inhalation Solution,event,medications,571,False
666,External beam radiation therapy procedure (procedure),event,procedures,570,False
667,Contact dermatitis (disorder),event,conditions,569,False
668,Transfusion of fresh frozen plasma (procedure),event,procedures,565,False
669,Suspected lung cancer (situation),event,conditions,533,False
670,Computed tomography of chest and abdomen (procedure),event,procedures,532,False
671,Magnetic resonance imaging for measurement of brain volume (procedure),event,procedures,530,False
672,Cerebrovascular accident (disorder),event,conditions,530,True
673,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),event,procedures,528,False
674,Tamoxifen 10 MG Oral Tablet,event,medications,526,False
675,nitrofurantoin  macrocrystals 25 MG / nitrofurantoin  monohydrate 75 MG [Macrobid],event,medications,518,False
676,Died in hospice (finding),event,conditions,514,False
677,Vomiting symptom (finding),event,conditions,511,False
678,Tear of meniscus of knee (disorder),event,conditions,511,False
679,Nausea (finding),event,conditions,511,False
680,Alcoholism (disorder),event,conditions,510,False
681,Familial Alzheimer's disease of early onset (disorder),event,conditions,507,True
682,Galantamine 4 MG Oral Tablet,event,medications,501,False
683,Serum metabolic panel (procedure),event,procedures,499,False
684,Weaning from mechanically assisted ventilation (regime/therapy),event,procedures,485,False
685,Artificial ventilation (regime/therapy),event,procedures,485,False
686,Human immunodeficiency virus infection (disorder),event,conditions,481,False
687,Hemodialysis (procedure),event,procedures,481,False
688,Aortic valve regurgitation (disorder),event,conditions,475,False
689,Idiopathic atrophic hypothyroidism (disorder),event,conditions,472,False
690,Levothyroxine Sodium 0.075 MG Oral Tablet,event,medications,472,False
691,Protracted diarrhea (finding),event,conditions,465,False
692,Bleeding from anus (disorder),event,conditions,465,False
693,pregabalin 100 MG Oral Capsule,event,medications,458,False
694,Coordination of care plan (procedure),event,procedures,456,False
695,Non-small cell lung cancer (disorder),event,conditions,456,True
696,Non-small cell carcinoma of lung  TNM stage 1 (disorder),event,conditions,455,True
697,50 ML bivalirudin 5 MG/ML Injection,event,medications,452,False
698,Nasal congestion (finding),event,conditions,451,False
699,Lung volume reduction surgery (procedure),event,procedures,444,False
700,Closed fracture of hip (disorder),event,conditions,444,False
701,Primary fibromyalgia syndrome (disorder),event,conditions,437,False
702,Sertraline 100 MG Oral Tablet,event,medications,436,False
703,Plain X-ray of pelvis (procedure),event,procedures,434,False
704,tetanus toxoid  reduced diphtheria toxoid  and acellular pertussis vaccine  adsorbed,event,immunizations,432,False
705,Ibuprofen 100 MG Oral Tablet,event,medications,427,False
706,Mammogram - symptomatic (procedure),event,procedures,423,False
707,Excision of lesion of breast (procedure),event,procedures,420,False
708,zoster vaccine recombinant,event,immunizations,418,False
709,Mestranol / Norethynodrel,event,medications,417,False
710,Diarrhea symptom (finding),event,conditions,402,False
711,Cerebral palsy (disorder),event,conditions,401,False
712,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet,event,medications,390,False
713,warfarin sodium 5 MG Oral Tablet,event,medications,382,False
714,Transplant of lung (procedure),event,procedures,382,False
715,Close observation (regime/therapy),event,procedures,381,False
716,Congenital uterine anomaly (disorder),event,conditions,380,False
717,60 ACTUAT budesonide 0.09 MG/ACTUAT Dry Powder Inhaler [Pulmicort],event,medications,373,False
718,Kitchen practice (regime/therapy),event,procedures,370,False
719,Exercise class (regime/therapy),event,procedures,370,False
720,Aortic valve stenosis (disorder),event,conditions,368,False
721,24 HR Donepezil hydrochloride 10 MG / Memantine hydrochloride 28 MG Extended Release Oral Capsule,event,medications,367,False
722,atorvastatin 20 MG Oral Tablet,event,medications,363,False
723,amoxicillin 875 MG / clavulanate 125 MG Oral Tablet,event,medications,360,False
724,3 ML liraglutide 6 MG/ML Pen Injector,event,medications,357,False
725,Colchicine 0.6 MG Oral Tablet,event,medications,353,False
726,Pulmonic valve stenosis (disorder),event,conditions,347,False
727,Rheumatoid arthritis (disorder),event,conditions,345,False
728,Mitral valve regurgitation (disorder),event,conditions,342,False
729,Hematologic disorder medication review (procedure),event,procedures,334,False
730,Suspected prostate cancer (situation),event,conditions,333,False
731,Biopsy of prostate (procedure),event,procedures,333,False
732,30 ACTUAT fluticasone furoate 0.1 MG/ACTUAT Dry Powder Inhaler [Arnuity],event,medications,333,False
733,Atrial fibrillation (disorder),event,conditions,329,False
734,Milnacipran hydrochloride 100 MG Oral Tablet,event,medications,327,False
735,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet,event,medications,326,False
736,Rupture of appendix (disorder),event,conditions,323,False
737,Amoxicillin 500 MG Oral Tablet,event,medications,319,False
738,amoxicillin 500 MG / clavulanate 125 MG Oral Tablet,event,medications,317,False
739,Spasticity (finding),event,conditions,317,False
740,Platelet transfusion (procedure),event,procedures,313,False
741,bictegravir 50 MG / emtricitabine 200 MG / tenofovir alafenamide 25 MG Oral Tablet,event,medications,311,False
742,atorvastatin 10 MG Oral Tablet,event,medications,310,False
743,metoprolol tartrate 25 MG Oral Tablet,event,medications,303,False
744,duloxetine 20 MG Delayed Release Oral Capsule,event,medications,300,False
745,Gastroesophageal reflux disease (disorder),event,conditions,299,False
746,cetirizine hydrochloride 10 MG Oral Tablet,event,medications,292,False
747,Primary malignant neoplasm of colon (disorder),event,conditions,292,True
748,atorvastatin 40 MG Oral Tablet,event,medications,287,False
749,Excision of lingual frenum (procedure),event,procedures,284,False
750,Tongue tie (disorder),event,conditions,284,False
751,Doxycycline Monohydrate 50 MG Oral Tablet,event,medications,282,False
752,Ultrasonography of abdomen  right upper quadrant and epigastrium (procedure),event,procedures,280,False
753,Sodium Chloride 9 MG/ML Injectable Solution,event,medications,280,False
754,Piperacillin 4000 MG / tazobactam 500 MG Injection,event,medications,280,False
755,Acute cholecystitis (disorder),event,conditions,280,False
756,Gallbladder calculus (disorder),event,conditions,280,False
757,1 ML Morphine Sulfate 5 MG/ML Injection,event,medications,280,False
758,Traumatic injury of spinal cord and/or vertebral column (disorder),event,conditions,273,False
759,Methotrexate 2.5 MG Oral Tablet,event,medications,273,False
760,0.25 ML Leuprolide Acetate 30 MG/ML Prefilled Syringe,event,medications,269,False
761,1 ML DOCEtaxel 20 MG/ML Injection,event,medications,269,False
762,efavirenz 600 MG Oral Tablet,event,medications,265,False
763,30 ACTUAT fluticasone furoate 0.2 MG/ACTUAT Dry Powder Inhaler [Arnuity],event,medications,264,False
764,Laparoscopic cholecystectomy (procedure),event,procedures,263,False
765,Pyelonephritis (disorder),event,conditions,255,False
766,Magnetic resonance imaging of breast (procedure),event,procedures,253,False
767,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,event,medications,251,False
768,atorvastatin 80 MG Oral Tablet,event,medications,241,False
769,History of aortic valve replacement (situation),event,conditions,241,False
770,Comprehensive metabolic panel (procedure),event,procedures,234,False
771,Complication occurring during pregnancy (disorder),event,conditions,234,False
772,zidovudine 300 MG Oral Tablet,event,medications,233,False
773,efavirenz 600 MG / emtricitabine 200 MG / tenofovir disoproxil fumarate 300 MG Oral Tablet,event,medications,230,False
774,Sentinel lymph node biopsy (procedure),event,procedures,228,False
775,Excision of sentinel lymph node (procedure),event,procedures,228,False
776,Radiation therapy care (regime/therapy),event,procedures,228,False
777,120 ACTUAT budesonide 0.18 MG/ACTUAT Dry Powder Inhaler [Pulmicort],event,medications,226,False
778,Admission to trauma surgery department (procedure),event,procedures,219,False
779,Excision of axillary lymph node (procedure),event,procedures,218,False
780,Metastatic malignant neoplasm to colon (disorder),event,conditions,217,True
781,Hydroxychloroquine Sulfate 200 MG Oral Tablet,event,medications,216,False
782,emtricitabine 200 MG / tenofovir alafenamide 25 MG Oral Tablet,event,medications,215,False
783,Patient referral (procedure),event,procedures,214,False
784,Multidisciplinary assessment (procedure),event,procedures,213,False
785,Liaising with referral source (procedure),event,procedures,213,False
786,Medical records review (procedure),event,procedures,213,False
787,Imaging finding (finding),event,procedures,212,False
788,Operative procedure planned (situation),event,procedures,212,False
789,Direct current cardioversion (procedure),event,procedures,209,False
790,cobicistat 150 MG / elvitegravir 150 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet,event,medications,208,False
791,Computed tomography of chest  abdomen and pelvis (procedure),event,procedures,206,False
792,Grid retinal photocoagulation (procedure),event,procedures,203,False
793,Hepatitis B screening (procedure),event,procedures,198,False
794,Hepatitis antibody test (procedure),event,procedures,198,False
795,Hepatitis C screening (procedure),event,procedures,198,False
796,Tuberculosis screening (procedure),event,procedures,198,False
797,Serologic test for Toxoplasma gondii (procedure),event,procedures,198,False
798,Full thickness burn (disorder),event,conditions,198,False
799,Assessment of social support (procedure),event,procedures,198,False
800,Assessment of readiness for disclosure of health status (procedure),event,procedures,198,False
801,Assessment of readiness for self-management (procedure),event,procedures,198,False
802,Health promotion education  guidance  and counseling (procedure),event,procedures,198,False
803,Care planning and problem solving actions (procedure),event,procedures,198,False
804,Venereal disease screening (procedure),event,procedures,198,False
805,Viral hepatitis screening test (procedure),event,procedures,198,False
806,60 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler [Asmanex],event,medications,197,False
807,Admission to long stay hospital (procedure),event,procedures,196,False
808,Intellectual disability (disorder),event,conditions,196,False
809,Child attention deficit disorder (disorder),event,conditions,195,False
810,Human immunodeficiency virus counseling (procedure),event,procedures,195,False
811,Human immunodeficiency virus screening (procedure),event,procedures,195,False
812,Poor muscle tone (finding),event,conditions,195,False
813,Admission to burn unit (procedure),event,procedures,195,False
814,Incision (procedure),event,procedures,193,False
815,Patient transfer  in-hospital (procedure),event,procedures,193,False
816,Application of dressing  sterile (procedure),event,procedures,193,False
817,Intraoperative care (regime/therapy),event,procedures,193,False
818,heparin sodium  porcine 1000 UNT/ML Injectable Solution,event,medications,193,False
819,Intravenous injection (procedure),event,procedures,191,False
820,remdesivir 100 MG Injection,event,medications,190,False
821,Suicide risk assessment (procedure),event,procedures,189,False
822,palbociclib 100 MG Oral Capsule,event,medications,186,False
823,lopinavir 200 MG / ritonavir 50 MG Oral Tablet,event,medications,183,False
824,5 ML hyaluronidase-oysk 2000 UNT/ML / trastuzumab-oysk 120 MG/ML Injection,event,medications,182,False
825,abemaciclib 100 MG Oral Tablet [Verzenio],event,medications,181,False
826,simvastatin 40 MG Oral Tablet,event,medications,179,False
827,ivacaftor 150 MG Oral Tablet [Kalydeco],event,medications,178,False
828,lisinopril 5 MG Oral Tablet,event,medications,177,False
829,Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar],event,medications,173,False
830,Torus mandibularis (disorder),event,conditions,172,False
831,Assessment using Canadian Study of Health and Aging Clinical Frailty Scale (procedure),event,procedures,170,False
832,Surgical manipulation of shoulder joint (procedure),event,procedures,170,False
833,Referral to dentist (procedure),event,procedures,170,False
834,Simple walk test (procedure),event,procedures,170,False
835,Assessment using health assessment questionnaire (procedure),event,procedures,170,False
836,Childhood asthma (disorder),event,conditions,168,False
837,Insertion of endotracheal tube (procedure),event,procedures,168,False
838,Excision of lingual torus (procedure),event,procedures,168,False
839,Transesophageal echocardiography (procedure),event,procedures,163,False
840,Neoplasm of prostate (disorder),event,conditions,163,True
841,simvastatin 20 MG Oral Tablet,event,medications,163,False
842,Ampicillin 100 MG/ML Injectable Solution,event,medications,162,False
843,Infectious mediastinitis (disorder),event,conditions,161,False
844,losartan potassium 100 MG Oral Tablet,event,medications,160,False
845,baricitinib 2 MG Oral Tablet,event,medications,159,False
846,Replacement of aortic valve (procedure),event,procedures,159,False
847,ribociclib 200 MG Oral Tablet,event,medications,156,False
848,azithromycin 250 MG Oral Tablet [Zithromax],event,medications,154,False
849,Glucose tolerance test (procedure),event,procedures,153,False
850,60 ACTUAT fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent],event,medications,152,False
851,Shock (disorder),event,conditions,152,True
852,Fracture of vertebral column with spinal cord injury (disorder),event,conditions,147,False
853,Prostatectomy (procedure),event,procedures,146,False
854,Carcinoma in situ of prostate (disorder),event,conditions,146,True
855,Pan retinal photocoagulation for diabetes (procedure),event,procedures,146,False
856,Excessive salivation (disorder),event,conditions,145,False
857,Fine needle aspiration biopsy of lung (procedure),event,procedures,144,False
858,Cefaclor 250 MG Oral Capsule,event,medications,142,False
859,fosfomycin 3000 MG Granules for Oral Solution,event,medications,141,False
860,Emergency coronary artery bypass graft (procedure),event,procedures,140,False
861,10 ML Fluorouracil 50 MG/ML Injection,event,medications,139,False
862,Pain (finding),event,conditions,138,False
863,Determination of susceptibility of Human immunodeficiency virus 1 to panel of antiretroviral drugs using genotypic technique (procedure),event,procedures,137,False
864,60 ACTUAT fluticasone propionate 0.05 MG/ACTUAT Dry Powder Inhaler [Flovent],event,medications,134,False
865,Sputum microscopy (procedure),event,procedures,134,False
866,Chronic hepatitis C (disorder),event,conditions,132,False
867,Fiberoptic bronchoscopy (procedure),event,procedures,129,False
868,Penicillin G 375 MG/ML Injectable Solution,event,medications,128,False
869,Carboplatin 10 MG/ML Injectable Solution,event,medications,128,False
870,pneumococcal conjugate vaccine  13 valent,event,immunizations,128,False
871,Renal dysplasia (disorder),event,conditions,127,False
872,Cardioassist by aortic balloon pump (procedure),event,procedures,126,False
873,Fracture of vertebral column without spinal cord injury (disorder),event,conditions,126,False
874,0.67 ML anakinra 149 MG/ML Prefilled Syringe,event,medications,125,False
875,Thoracentesis (procedure),event,procedures,124,False
876,atenolol 25 MG Oral Tablet,event,medications,124,False
877,Lorazepam 2 MG/ML Injectable Solution,event,medications,123,False
878,Preinfarction syndrome (disorder),event,conditions,123,True
879,Spontaneous breech delivery (procedure),event,procedures,121,False
880,atazanavir 300 MG Oral Capsule,event,medications,120,False
